epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_aux,train/loss_ce,train/loss_ce_aux,train/loss_giou,train/loss_giou_aux,train/lr,train/lr_max,train/lr_min,val/F1,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAP_75,val/ema_mAR,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall
7,2449,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
7,2463,,,,,,,,,,,,,,,,0.9551753997802734,0.9792632460594177,0.679675281047821,0.8089281916618347,0.7503946423530579,0.9792632460594177,0.679675281047821,0.8089281916618347,0.7503946423530579,0.9517992734909058,0.9586355090141296
7,2463,40.64793014526367,39.97889709472656,40.48823165893555,40.36546325683594,0.41304701566696167,3.7373969554901123,0.022922005504369736,0.07199539989233017,0.4655490815639496,1.4399464130401611,0.1658180207014084,0.5128394961357117,,,,,,,,,,,,,,
8,2499,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
8,2549,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
8,2599,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
8,2649,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
8,2699,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
8,2749,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
8,2771,,,,,,,,,,,,,,,,0.9560173153877258,0.9795116782188416,0.681586742401123,0.814190685749054,0.7529616355895996,0.9795116782188416,0.681586742401123,0.814190685749054,0.7529616355895996,0.9595581889152527,0.9525033831596375
8,2771,40.30479049682617,39.78936767578125,40.25324630737305,40.13473892211914,0.369202196598053,3.729184627532959,0.022936809808015823,0.07171188294887543,0.46642452478408813,1.4395778179168701,0.16549921035766602,0.5094706416130066,,,,,,,,,,,,,,
9,2799,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
9,2849,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
9,2899,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
9,2949,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
9,2999,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
9,3049,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
9,3079,,,,,,,,,,,,,,,,0.9550648331642151,0.979144275188446,0.6819385886192322,0.814939558506012,0.749725341796875,0.979144275188446,0.6819385886192322,0.814939558506012,0.749725341796875,0.9618502855300903,0.9484044909477234
9,3079,40.423702239990234,39.95698165893555,40.333805084228516,40.38270950317383,0.2802637219429016,3.677194118499756,0.02242901735007763,0.07021551579236984,0.4581648111343384,1.4204344749450684,0.1636236011981964,0.5040630102157593,,,,,,,,,,,,,,
10,3099,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
10,3149,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
10,3199,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
10,3249,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
10,3299,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
10,3349,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
10,3387,,,,,,,,,,,,,,,,0.9565340280532837,0.9792162775993347,0.6809856295585632,0.8163758516311646,0.7511484026908875,0.9792162775993347,0.6809856295585632,0.8163758516311646,0.7511484026908875,0.9543734788894653,0.9587533473968506
10,3387,40.27516174316406,39.733970642089844,40.24188232421875,40.001216888427734,0.27049878239631653,3.7124502658843994,0.022548027336597443,0.07125808298587799,0.46046045422554016,1.436455488204956,0.16406561434268951,0.5091865658760071,,,,,,,,,,,,,,
11,3399,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
11,3449,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
11,3499,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
11,3549,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
11,3599,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
11,3649,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
11,3695,,,,,,,,,,,,,,,,0.9541067481040955,0.9783989191055298,0.6815563440322876,0.8202747702598572,0.7526343464851379,0.9783989191055298,0.6815563440322876,0.8202747702598572,0.7526343464851379,0.9483687877655029,0.9600014090538025
11,3695,40.40422058105469,39.88453674316406,40.365665435791016,40.29159927368164,0.35827237367630005,3.6488335132598877,0.02211395837366581,0.06932570785284042,0.4571099281311035,1.416709065437317,0.16125346720218658,0.4976574182510376,,,,,,,,,,,,,,
12,3699,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
12,3749,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
12,3799,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
12,3849,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
12,3899,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
12,3949,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
12,3999,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
12,4003,,,,,,,,,,,,,,,,0.9550556540489197,0.9791046977043152,0.6839889287948608,0.8190410137176514,0.7582087516784668,0.9791046977043152,0.6839889287948608,0.8190410137176514,0.7582087516784668,0.9519944190979004,0.9582124948501587
12,4003,40.34841537475586,39.80073165893555,40.274757385253906,40.2025146484375,0.322376012802124,3.616940975189209,0.02197377011179924,0.06872768700122833,0.45343583822250366,1.3992668390274048,0.16043835878372192,0.4949275553226471,,,,,,,,,,,,,,
13,4049,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
13,4099,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
13,4149,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
13,4199,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
13,4249,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
13,4299,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
13,4311,,,,,,,,,,,,,,,,0.9551247358322144,0.9789301753044128,0.6824313998222351,0.814814031124115,0.7505969405174255,0.9789301753044128,0.6824313998222351,0.814814031124115,0.7505969405174255,0.9519856572151184,0.9583501815795898
13,4311,40.913150787353516,40.32366180419922,40.81980514526367,40.849430084228516,0.22243495285511017,3.599046468734741,0.021760322153568268,0.06832276284694672,0.4485921859741211,1.3942373991012573,0.15956886112689972,0.49333229660987854,,,,,,,,,,,,,,
14,4349,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
14,4399,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
14,4449,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
14,4499,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
14,4549,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
14,4599,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
14,4619,,,,,,,,,,,,,,,,0.9537225365638733,0.9775412082672119,0.6832690834999084,0.8148415088653564,0.7565881013870239,0.9775412082672119,0.6832690834999084,0.8148415088653564,0.7565881013870239,0.9545081257820129,0.9529648423194885
14,4619,40.87134552001953,40.359779357910156,40.795860290527344,40.704139709472656,0.24728423357009888,3.5745227336883545,0.02163062058389187,0.06803598999977112,0.44639432430267334,1.3824305534362793,0.15889523923397064,0.4897839426994324,,,,,,,,,,,,,,
